record_id,timestamp,entity_type,location_zone,sensor_temp_c,mkt_value,anomaly_flag,confidence_score
REC-01142,2025-02-26,Enzyme Replacements,Basel Logistics,25.779,22.672,0,0.964
REC-01143,2025-05-13,Insulin Analogs,Liege Cargo Port,19.282,22.526,0,0.889
REC-01144,2025-03-05,mRNA Vaccines,Chicago O'Hare Bio,12.522,12.114,0,0.964
REC-01145,2025-01-05,Cell Therapy Kits,Frankfurt Pharma Hub,66.552,82.831,1,0.903
REC-01146,2025-01-04,Enzyme Replacements,Liege Cargo Port,93.886,115.544,1,0.932
REC-01147,2025-06-22,Insulin Analogs,Chicago O'Hare Bio,41.517,53.768,0,0.97
REC-01148,2025-07-04,Insulin Analogs,Tokyo Narita Cold,61.919,82.826,0,0.969
REC-01149,2025-01-02,Insulin Analogs,Basel Logistics,12.183,11.104,0,0.985
REC-01150,2025-05-08,Insulin Analogs,Liege Cargo Port,68.326,87.794,0,0.953
REC-01151,2025-01-02,Cell Therapy Kits,Frankfurt Pharma Hub,63.871,82.184,0,0.961
REC-01152,2025-12-14,Monoclonal Antibodies,Liege Cargo Port,51.186,62.427,0,0.918
REC-01153,2025-09-01,mRNA Vaccines,Tokyo Narita Cold,34.978,33.143,0,0.937
REC-01154,2025-10-20,mRNA Vaccines,Basel Logistics,52.324,46.754,0,0.99
REC-01155,2025-08-28,Insulin Analogs,Frankfurt Pharma Hub,50.984,57.119,0,0.899
REC-01156,2025-12-04,mRNA Vaccines,Frankfurt Pharma Hub,46.966,56.729,0,0.982
REC-01157,2025-07-16,Monoclonal Antibodies,Chicago O'Hare Bio,66.604,88.3,0,0.953
REC-01158,2025-10-01,Insulin Analogs,Frankfurt Pharma Hub,77.621,78.894,0,0.943
REC-01159,2025-11-04,Cell Therapy Kits,Tokyo Narita Cold,87.364,106.714,0,0.952
REC-01160,2025-10-15,Monoclonal Antibodies,Basel Logistics,32.023,31.879,0,0.917
REC-01161,2025-10-31,mRNA Vaccines,Liege Cargo Port,41.258,52.673,0,0.943
REC-01162,2025-01-01,mRNA Vaccines,Liege Cargo Port,55.526,70.716,0,0.915
REC-01163,2025-07-06,Monoclonal Antibodies,Liege Cargo Port,66.418,76.074,0,0.881
REC-01164,2025-08-24,Monoclonal Antibodies,Chicago O'Hare Bio,81.163,89.273,0,0.946
REC-01165,2025-03-16,mRNA Vaccines,Liege Cargo Port,37.212,40.977,0,0.91
REC-01166,2025-10-21,Monoclonal Antibodies,Tokyo Narita Cold,34.777,46.366,0,0.969
REC-01167,2025-03-20,Monoclonal Antibodies,Frankfurt Pharma Hub,88.468,109.525,0,0.96
REC-01168,2025-06-03,Monoclonal Antibodies,Frankfurt Pharma Hub,56.575,57.633,0,0.989
REC-01169,2025-07-20,mRNA Vaccines,Liege Cargo Port,71.774,71.141,0,0.957
REC-01170,2025-10-08,mRNA Vaccines,Basel Logistics,37.491,46.7,0,0.886
REC-01171,2025-06-05,Monoclonal Antibodies,Liege Cargo Port,21.693,25.988,0,0.896
REC-01172,2025-04-22,mRNA Vaccines,Chicago O'Hare Bio,71.706,81.59,0,0.989
REC-01173,2025-03-17,Insulin Analogs,Basel Logistics,88.709,79.663,0,0.9
REC-01174,2025-01-27,Enzyme Replacements,Chicago O'Hare Bio,60.438,80.676,0,0.924
REC-01175,2025-01-18,Monoclonal Antibodies,Tokyo Narita Cold,51.533,61.53,0,0.952
REC-01176,2025-07-12,mRNA Vaccines,Tokyo Narita Cold,83.516,98.144,0,0.952
REC-01177,2025-07-08,mRNA Vaccines,Frankfurt Pharma Hub,17.024,18.635,0,0.936
REC-01178,2025-01-12,Enzyme Replacements,Liege Cargo Port,50.757,60.749,0,0.945
REC-01179,2025-07-16,Insulin Analogs,Chicago O'Hare Bio,58.571,52.698,0,0.98
REC-01180,2025-10-03,Insulin Analogs,Frankfurt Pharma Hub,43.473,54.721,0,0.938
REC-01181,2025-02-02,Enzyme Replacements,Liege Cargo Port,70.669,87.985,0,0.963
REC-01182,2025-12-04,Monoclonal Antibodies,Liege Cargo Port,69.093,58.913,0,0.915
REC-01183,2025-01-21,Enzyme Replacements,Basel Logistics,65.474,58.528,0,0.963
REC-01184,2025-02-13,Enzyme Replacements,Chicago O'Hare Bio,40.903,45.902,0,0.984
REC-01185,2025-01-01,Cell Therapy Kits,Frankfurt Pharma Hub,90.428,100.35,1,0.953
REC-01186,2025-08-16,Enzyme Replacements,Tokyo Narita Cold,69.084,76.775,0,0.919
REC-01187,2025-10-03,Monoclonal Antibodies,Frankfurt Pharma Hub,66.322,57.857,1,0.896
REC-01188,2025-04-21,Enzyme Replacements,Liege Cargo Port,28.363,29.201,0,0.948
REC-01189,2025-02-08,Cell Therapy Kits,Chicago O'Hare Bio,42.451,55.264,0,0.889
REC-01190,2025-05-11,Insulin Analogs,Basel Logistics,55.552,49.179,0,0.989
REC-01191,2025-12-23,Monoclonal Antibodies,Chicago O'Hare Bio,57.91,67.98,0,0.898
REC-01192,2025-03-20,Insulin Analogs,Tokyo Narita Cold,12.202,14.054,0,0.894
REC-01193,2025-02-26,Enzyme Replacements,Tokyo Narita Cold,15.607,18.262,0,0.917
REC-01194,2025-05-20,Monoclonal Antibodies,Chicago O'Hare Bio,10.838,11.256,0,0.922
REC-01195,2025-02-23,Monoclonal Antibodies,Liege Cargo Port,71.908,72.143,0,0.934
REC-01196,2025-09-28,Enzyme Replacements,Chicago O'Hare Bio,56.881,65.626,0,0.899
REC-01197,2025-07-19,Cell Therapy Kits,Liege Cargo Port,56.892,73.448,0,0.945
REC-01198,2025-05-13,Enzyme Replacements,Basel Logistics,65.893,60.71,0,0.909
REC-01199,2025-11-24,Monoclonal Antibodies,Liege Cargo Port,45.551,49.145,0,0.919
REC-01200,2025-08-28,Cell Therapy Kits,Chicago O'Hare Bio,90.972,101.006,1,0.982
